date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
2013-08-16,5.2013,0,0,-0.139399,-2.61,"Aug 16, 13",0
2013-08-22,5.3407,1300,1300,0.139399,2.68,"Aug 22, 13",0.026800992059677425
2013-08-23,5.3407,200,200,0,0,"Aug 23, 13",0.026800992059677425
2013-08-26,5.3407,2500,2500,0,0,"Aug 26, 13",0.026800992059677425
2013-08-29,5.2013,400,400,-0.139399,-2.61,"Aug 29, 13",0
2013-08-30,5.2433,555,555,0.041994,0.807,"Aug 30, 13",0.008074904350835332
2013-09-05,5.2013,300,300,-0.041994,-0.801,"Sep 5, 13",0
2013-09-09,5.2275,1032,1032,0.026138,0.503,"Sep 9, 13",0.005037202237902106
2013-09-12,5.3146,1200,1200,0.087123,1.667,"Sep 12, 13",0.02178301578451553
2013-09-13,5.6457,400,400,0.331073,6.229,"Sep 13, 13",0.08544017841693421
2013-09-16,5.2536,200,200,-0.39206,-6.944,"Sep 16, 13",0.010055178513064002
2013-09-17,6.273,1315,1315,1.0194,19.403,"Sep 17, 13",0.20604464268548245
2013-09-18,6.8219,16345,16345,0.548885,8.75,"Sep 18, 13",0.3115759521658048
2013-09-19,6.8219,100,100,0,0,"Sep 19, 13",0.3115759521658048
2013-09-20,6.8131,9389,9389,-0.008712,-0.128,"Sep 20, 13",0.3098840674446774
2013-09-23,6.844,2100,2100,0.030841,0.453,"Sep 23, 13",0.31582488993136343
2013-09-24,6.7243,660,660,-0.119707,-1.749,"Sep 24, 13",0.29281141253148263
2013-09-25,6.5779,4440,4440,-0.14637,-2.177,"Sep 25, 13",0.2646646030799992
2013-09-26,7.0076,13026,13026,0.429664,6.532,"Sep 26, 13",0.3472785649741411
2013-09-27,6.9367,2261,2261,-0.070872,-1.011,"Sep 27, 13",0.33364735739142143
2013-09-30,6.9633,844,844,0.026577,0.383,"Sep 30, 13",0.33876146348028385
2013-10-02,6.8658,1340,1340,-0.097449,-1.399,"Oct 2, 13",0.32001614980870174
2013-10-03,6.9986,2300,2300,0.132797,1.934,"Oct 3, 13",0.3455482283275335
2013-10-04,7.0962,20403,20403,0.097539,1.394,"Oct 4, 13",0.3643127679618557
2013-10-07,7.083,1300,1300,-0.013199,-0.186,"Oct 7, 13",0.36177494088016465
2013-10-08,7.0622,2200,2200,-0.02073,-0.293,"Oct 8, 13",0.35777594063022705
2013-10-09,7.0873,14553,14553,0.025069,0.355,"Oct 9, 13",0.3626016572779882
2013-10-10,7.0344,450,450,-0.052886,-0.746,"Oct 10, 13",0.35243112298848367
2013-10-11,7.043,2525,2525,0.008592,0.122,"Oct 11, 13",0.35408455578413095
2013-10-14,6.9987,8500,8500,-0.044296,-0.629,"Oct 14, 13",0.3455674542902737
2013-10-16,6.9987,1465,1465,0,0,"Oct 16, 13",0.3455674542902737
2013-10-17,6.9987,400,400,0,0,"Oct 17, 13",0.3455674542902737
2013-10-18,6.8217,250,250,-0.177005,-2.529,"Oct 18, 13",0.31153750024032456
2013-10-21,6.9987,4198,4198,0.177005,2.595,"Oct 21, 13",0.3455674542902737
2013-10-22,7.0077,1900,1900,0.009034,0.129,"Oct 22, 13",0.3472977909368812
2013-10-23,6.9987,3100,3100,-0.009034,-0.129,"Oct 23, 13",0.3455674542902737
2013-10-24,6.9987,4532,4532,0,0,"Oct 24, 13",0.3455674542902737
2013-10-25,6.981,300,300,-0.017718,-0.253,"Oct 25, 13",0.3421644588852787
2013-10-28,6.9278,5386,5386,-0.053155,-0.761,"Oct 28, 13",0.331936246707554
2013-10-29,6.8277,28698,28698,-0.100109,-1.445,"Oct 29, 13",0.3126910580047296
2013-10-31,6.8747,390,390,0.046953,0.688,"Oct 31, 13",0.32172726049256917
2013-11-01,6.7418,4435,4435,-0.132885,-1.933,"Nov 1, 13",0.2961759560109972
2013-11-04,6.9101,2240,2240,0.168322,2.497,"Nov 4, 13",0.328533251302559
2013-11-05,6.7772,6377,6377,-0.132886,-1.923,"Nov 5, 13",0.30298194682098706
2013-11-07,7.0873,500,500,0.310068,4.575,"Nov 7, 13",0.3626016572779882
2013-11-08,6.9101,15096,15096,-0.177182,-2.5,"Nov 8, 13",0.328533251302559
2013-11-11,6.9101,9946,9946,0,0,"Nov 11, 13",0.328533251302559
2013-11-12,7.2999,9800,9800,0.389802,5.641,"Nov 12, 13",0.4034760540634073
2013-11-13,7.1316,3400,3400,-0.168322,-2.306,"Nov 13, 13",0.37111875877184547
2013-11-14,7.1405,1775,1775,0.008858,0.124,"Nov 14, 13",0.3728298694557131
2013-11-18,7.486,3250,3250,0.345506,4.839,"Nov 18, 13",0.43925557072270394
2013-11-19,8.4162,6118,6118,0.930209,12.426,"Nov 19, 13",0.6180954761309673
2013-11-20,8.4162,1200,1200,0,0,"Nov 20, 13",0.6180954761309673
2013-11-21,7.5834,2100,2100,-0.832758,-9.895,"Nov 21, 13",0.45798165843154603
2013-11-22,8.2744,3623,3623,0.691013,9.112,"Nov 22, 13",0.5908330609655279
2013-11-25,8.2743,1409,1409,-0.00009,-0.001,"Nov 25, 13",0.5908138350027878
2013-11-26,8.2656,3700,3700,-0.00877,-0.106,"Nov 26, 13",0.5891411762444003
2013-11-27,8.239,1950,1950,-0.026578,-0.322,"Nov 27, 13",0.5840270701555382
2013-11-29,8.3976,4085,4085,0.158578,1.925,"Nov 29, 13",0.6145194470613118
2013-12-02,8.3985,4057,4057,0.000887,0.011,"Dec 2, 13",0.6146924807259725
2013-12-03,8.3985,3677,3677,0,0,"Dec 3, 13",0.6146924807259725
2013-12-04,8.1947,3172,3172,-0.20376,-2.426,"Dec 4, 13",0.5755099686616807
2013-12-05,8.0888,2100,2100,-0.105867,-1.292,"Dec 5, 13",0.5551496741199318
2013-12-06,8.1415,400,400,0.052712,0.652,"Dec 6, 13",0.5652817564839561
2013-12-09,8.239,1572,1572,0.09745,1.197,"Dec 9, 13",0.5840270701555382
2013-12-10,8.3276,1700,1700,0.088592,1.075,"Dec 10, 13",0.6010612731432528
2013-12-11,8.3276,1000,1000,0,0,"Dec 11, 13",0.6010612731432528
2013-12-12,7.7518,4135,4135,-0.575756,-6.914,"Dec 12, 13",0.4903581796858479
2013-12-13,7.9732,1057,1057,0.221391,2.856,"Dec 13, 13",0.5329244611923943
2013-12-16,7.9732,528,528,0,0,"Dec 16, 13",0.5329244611923943
2013-12-17,8.1061,410,410,0.132886,1.667,"Dec 17, 13",0.5584757656739661
2013-12-19,8.1327,463,463,0.026578,0.328,"Dec 19, 13",0.5635898717628286
2013-12-20,7.9732,13525,13525,-0.159464,-1.961,"Dec 20, 13",0.5329244611923943
2013-12-23,7.9528,140,140,-0.020377,-0.256,"Dec 23, 13",0.5290023647934171
2013-12-24,7.7518,694,694,-0.201014,-2.528,"Dec 24, 13",0.4903581796858479
2013-12-26,7.9626,272,272,0.21076,2.719,"Dec 26, 13",0.5308865091419454
2013-12-27,7.796,1092,1092,-0.166553,-2.092,"Dec 27, 13",0.4988560552169651
2013-12-30,7.9731,4192,4192,0.177094,2.272,"Dec 30, 13",0.5329052352296542
2013-12-31,7.9555,14137,14137,-0.017628,-0.221,"Dec 31, 13",0.5295214657873993
2014-01-02,7.9732,5505,5505,0.017718,0.223,"Jan 2, 14",0.5329244611923943
2014-01-03,7.9998,1005,1005,0.026577,0.333,"Jan 3, 14",0.5380385672812565
2014-01-06,8.0351,12696,12696,0.035348,0.442,"Jan 6, 14",0.5448253321285064
2014-01-07,8.1229,1629,1629,0.087764,1.092,"Jan 7, 14",0.5617057274143002
2014-01-08,8.0936,8242,8242,-0.029284,-0.361,"Jan 8, 14",0.5560725203314557
2014-01-09,7.6359,4442,4442,-0.457771,-5.656,"Jan 9, 14",0.4680752888700903
2014-01-10,7.9212,951,951,0.285298,3.736,"Jan 10, 14",0.5229269605675504
2014-01-13,8.0846,3015,3015,0.163491,2.064,"Jan 13, 14",0.5543421836848481
2014-01-14,7.905,992,992,-0.17966,-2.222,"Jan 14, 14",0.5198123546036569
2014-01-15,8.0757,3542,3542,0.170675,2.159,"Jan 15, 14",0.5526310730009805
2014-01-16,8.0577,1673,1673,-0.017965,-0.222,"Jan 16, 14",0.5491703997077655
2014-01-17,7.7254,3539,3539,-0.332279,-4.124,"Jan 17, 14",0.48528252552246554
2014-01-21,7.7168,6240,6240,-0.008623,-0.112,"Jan 21, 14",0.48362909272681837
2014-01-22,7.6894,7129,7129,-0.027398,-0.355,"Jan 22, 14",0.4783611789360353
2014-01-23,7.6445,15983,15983,-0.044914,-0.584,"Jan 23, 14",0.4697287216657374
2014-01-24,7.6085,7431,7431,-0.035932,-0.47,"Jan 24, 14",0.4628073750793072
2014-01-27,7.366,3950,3950,-0.242539,-3.188,"Jan 27, 14",0.4161844154346029
2014-01-28,7.3301,4402,4402,-0.035932,-0.488,"Jan 28, 14",0.40928229481091266
2014-01-29,7.2582,10550,10550,-0.071863,-0.98,"Jan 29, 14",0.39545882760079226
2014-01-30,7.6175,126,126,0.359317,4.95,"Jan 30, 14",0.4645377117259147
2014-01-31,7.6085,111,111,-0.008983,-0.118,"Jan 31, 14",0.4628073750793072
2014-02-03,7.8331,2514,2514,0.224573,2.952,"Feb 3, 14",0.5059888873935363
2014-02-04,7.393,3770,3770,-0.440162,-5.619,"Feb 4, 14",0.4213754253744256
2014-02-05,7.3031,2727,2727,-0.089831,-1.215,"Feb 5, 14",0.4040912848710899
2014-02-06,7.1598,7047,7047,-0.143368,-1.963,"Feb 6, 14",0.3765404802645492
2014-02-07,7.4289,3955,3955,0.269129,3.759,"Feb 7, 14",0.42827754599811585
2014-02-10,7.375,5810,5810,-0.053897,-0.726,"Feb 10, 14",0.41791475208121054
2014-02-11,7.7432,58586,58586,0.36821,4.993,"Feb 11, 14",0.48870474689020055
2014-02-12,7.6862,2701,2701,-0.057041,-0.737,"Feb 12, 14",0.47774594812835264
2014-02-13,7.7882,2129,2129,0.102046,1.328,"Feb 13, 14",0.49735643012323844
2014-02-14,7.7253,1213,1213,-0.062881,-0.807,"Feb 14, 14",0.48526329955972547
2014-02-18,7.6948,3775,3775,-0.030542,-0.395,"Feb 18, 14",0.4793993809239998
2014-02-19,7.4828,189,189,-0.211998,-2.755,"Feb 19, 14",0.4386403399150213
2014-02-20,7.5187,368,368,0.035932,0.48,"Feb 20, 14",0.4455424605387115
2014-02-21,7.851,9777,9777,0.332278,4.419,"Feb 21, 14",0.5094303347240113
2014-02-24,7.8511,2771,2771,0.000091,0.001,"Feb 24, 14",0.5094495606867514
2014-02-25,7.8511,3164,3164,0,0,"Feb 25, 14",0.5094495606867514
2014-02-26,7.6624,3654,3654,-0.188642,-2.403,"Feb 26, 14",0.4731701689962125
2014-02-27,7.6683,105,105,0.005839,0.076,"Feb 27, 14",0.47430450079787756
2014-02-28,7.9409,3856,3856,0.272632,3.555,"Feb 28, 14",0.526714475227347
2014-03-03,7.7253,16615,16615,-0.21559,-2.715,"Mar 3, 14",0.48526329955972547
2014-03-04,7.8152,1600,1600,0.08983,1.163,"Mar 4, 14",0.5025474400630612
2014-03-05,7.5996,21546,21546,-0.215592,-2.759,"Mar 5, 14",0.4610962643954396
2014-03-06,7.7702,4970,4970,0.170677,2.246,"Mar 6, 14",0.4938957568300233
2014-03-07,7.9948,43431,43431,0.224573,2.89,"Mar 7, 14",0.5370772691442524
2014-03-10,7.9499,3000,3000,-0.044915,-0.562,"Mar 10, 14",0.5284448118739548
2014-03-11,8.0487,23560,23560,0.098812,1.243,"Mar 11, 14",0.5474400630611579
2014-03-12,8.3541,59721,59721,0.30542,3.795,"Mar 12, 14",0.6061561532693752
2014-03-13,8.2643,10387,10387,-0.08983,-1.075,"Mar 13, 14",0.5888912387287795
2014-03-14,8.2643,3451,3451,0,0,"Mar 14, 14",0.5888912387287795
2014-03-17,8.1116,21804,21804,-0.152708,-1.848,"Mar 17, 14",0.5595331936246707
2014-03-18,8.3092,38456,38456,0.197623,2.436,"Mar 18, 14",0.5975236959990773
2014-03-19,8.0846,6193,6193,-0.224572,-2.703,"Mar 19, 14",0.5543421836848481
2014-03-20,8.408,4791,4791,0.323385,4,"Mar 20, 14",0.6165189471862803
2014-03-21,8.6146,81259,81259,0.206608,2.457,"Mar 21, 14",0.6562397862072943
2014-03-24,8.6595,36273,36273,0.044914,0.521,"Mar 24, 14",0.6648722434775921
2014-03-25,8.6326,114851,114851,-0.026949,-0.311,"Mar 25, 14",0.6597004595005096
2014-03-26,8.5791,7658,7658,-0.053538,-0.62,"Mar 26, 14",0.6494145694345645
2014-03-27,8.408,8259,8259,-0.171035,-1.994,"Mar 27, 14",0.6165189471862803
2014-03-28,8.3541,62421,62421,-0.053898,-0.641,"Mar 28, 14",0.6061561532693752
2014-03-31,8.426,52459,52459,0.071863,0.86,"Mar 31, 14",0.6199796204794956
2014-04-01,8.6955,7216,7216,0.269489,3.198,"Apr 1, 14",0.6717935900640224
2014-04-02,8.938,20594,20594,0.242539,2.789,"Apr 2, 14",0.7184165497087268
2014-04-03,8.9098,6010,6010,-0.028206,-0.316,"Apr 3, 14",0.7129948282160231
2014-04-04,8.8931,27840,27840,-0.016708,-0.188,"Apr 4, 14",0.709784092438429
2014-04-07,8.8482,3859,3859,-0.044915,-0.505,"Apr 7, 14",0.7011516351681312
2014-04-08,8.8931,16384,16384,0.044915,0.508,"Apr 8, 14",0.709784092438429
2014-04-09,8.9829,13218,13218,0.089829,1.01,"Apr 9, 14",0.7270490069790246
2014-04-10,8.974,11059,11059,-0.008983,-0.1,"Apr 10, 14",0.7253378962951571
2014-04-11,8.9831,9421,9421,0.009121,0.102,"Apr 11, 14",0.7270874589045048
2014-04-14,8.7642,10425,10425,-0.218879,-2.437,"Apr 14, 14",0.6850018264664605
2014-04-15,8.8464,28114,28114,0.08217,0.938,"Apr 15, 14",0.7008055678388094
2014-04-16,8.7733,19461,19461,-0.073051,-0.826,"Apr 16, 14",0.6867513890758081
2014-04-17,8.9648,17520,17520,0.191519,2.183,"Apr 17, 14",0.7235691077230694
2014-04-21,9.0104,24730,24730,0.045599,0.509,"Apr 21, 14",0.7323361467325478
2014-04-22,9.0195,6378,6378,0.009029,0.1,"Apr 22, 14",0.7340857093418955
2014-04-23,9.0101,4553,4553,-0.009394,-0.104,"Apr 23, 14",0.7322784688443273
2014-04-24,9.0195,878,878,0.009394,0.104,"Apr 24, 14",0.7340857093418955
2014-04-25,8.664,3271,3271,-0.355492,-3.941,"Apr 25, 14",0.665737411800896
2014-04-28,8.755,1918,1918,0.091016,1.051,"Apr 28, 14",0.6832330378943727
2014-04-29,8.746,928,928,-0.009028,-0.103,"Apr 29, 14",0.6815027012477651
2014-04-30,8.7551,1696,1696,0.009118,0.104,"Apr 30, 14",0.6832522638571128
2014-05-01,8.673,21806,21806,-0.082078,-0.937,"May 1, 14",0.6674677484475036
2014-05-02,8.8007,4889,4889,0.127678,1.472,"May 2, 14",0.6920193028665913
2014-05-05,9.6215,74309,74309,0.820788,9.326,"May 5, 14",0.8498260050372022
2014-05-06,9.7856,91598,91598,0.164157,1.706,"May 6, 14",0.8813758098936806
2014-05-07,10.1413,28563,28563,0.355676,3.635,"May 7, 14",0.9497625593601599
2014-05-08,10.2143,27706,27706,0.072958,0.719,"May 8, 14",0.9637975121604214
2014-05-09,10.5335,52889,52889,0.319196,3.125,"May 9, 14",1.0251667852267703
2014-05-12,11.3812,86945,86945,0.847784,8.048,"May 12, 14",1.188145271374464
2014-05-13,11.1262,50098,50098,-0.254993,-2.24,"May 13, 14",1.1391190663872495
2014-05-14,11.3269,12648,12648,0.200638,1.803,"May 14, 14",1.1777055736065984
2014-05-15,10.6976,31886,31886,-0.62927,-5.556,"May 15, 14",1.0567165900832485
2014-05-16,10.018,105303,105303,-0.679614,-6.353,"May 16, 14",0.9260569473016363
2014-05-19,10.0775,25830,25830,0.059461,0.594,"May 19, 14",0.9374963951319865
2014-05-20,10.1413,16006,16006,0.06384,0.633,"May 20, 14",0.9497625593601599
2014-05-21,10.1231,25396,25396,-0.018239,-0.18,"May 21, 14",0.9462634341414649
2014-05-22,10.2692,5884,5884,0.146191,1.444,"May 22, 14",0.9743525657047277
2014-05-23,9.8495,13144,13144,-0.419788,-4.088,"May 23, 14",0.8936612000845945
2014-05-27,9.7218,43935,43935,-0.127677,-1.296,"May 27, 14",0.8691096456655067
2014-05-28,9.8859,5672,5672,0.164156,1.689,"May 28, 14",0.9006594505219848
2014-05-29,9.5394,58250,58250,-0.346554,-3.506,"May 29, 14",0.8340414896275933
2014-05-30,8.9922,38555,38555,-0.547193,-5.736,"May 30, 14",0.7288370215138524
2014-06-02,9.2749,17437,17437,0.282717,3.144,"Jun 2, 14",0.7831888181800706
2014-06-03,9.056,11118,11118,-0.218878,-2.36,"Jun 3, 14",0.7411031857420259
2014-06-04,9.129,3879,3879,0.07296,0.806,"Jun 4, 14",0.7551381385422875
2014-06-05,9.3196,6635,6635,0.190604,2.088,"Jun 5, 14",0.7917828235248879
2014-06-06,9.5029,33511,33511,0.183309,1.967,"Jun 6, 14",0.8270240132274626
2014-06-09,9.1199,57354,57354,-0.383033,-4.031,"Jun 9, 14",0.7533885759329398
2014-06-10,9.1199,8366,8366,0,0,"Jun 10, 14",0.7533885759329398
2014-06-11,9.2749,4750,4750,0.155038,1.7,"Jun 11, 14",0.7831888181800706
2014-06-12,9.1199,9941,9941,-0.155038,-1.672,"Jun 12, 14",0.7533885759329398
2014-06-13,9.1108,4022,4022,-0.00912,-0.1,"Jun 13, 14",0.7516390133235921
2014-06-16,10.0227,98590,98590,0.911988,10.01,"Jun 16, 14",0.9269605675504202
2014-06-17,10.0136,37435,37435,-0.00912,-0.091,"Jun 17, 14",0.9252110049410726
2014-06-18,10.0319,20961,20961,0.018239,0.182,"Jun 18, 14",0.928729356122508
2014-06-19,10.4787,25372,25372,0.446873,4.455,"Jun 19, 14",1.0146309576452042
2014-06-20,9.2749,74045,74045,-1.2038,-11.488,"Jun 20, 14",0.7831888181800706
2014-06-23,9.8495,44388,44388,0.574551,6.195,"Jun 23, 14",0.8936612000845945
2014-06-24,9.9224,31037,31037,0.072959,0.741,"Jun 24, 14",0.9076769269221157
2014-06-25,9.8039,8011,8011,-0.118559,-1.195,"Jun 25, 14",0.884894161075116
2014-06-26,10.0073,3287,3287,0.203473,2.075,"Jun 26, 14",0.9239997692884473
2014-06-27,9.8963,10656,10656,-0.110987,-1.109,"Jun 27, 14",0.9026589506469538
2014-06-30,10.0351,5853,5853,0.138733,1.402,"Jun 30, 14",0.9293445869301906
2014-07-01,9.9981,2173,2173,-0.036995,-0.369,"Jul 1, 14",0.9222309807163596
2014-07-02,9.9518,3418,3418,-0.046245,-0.463,"Jul 2, 14",0.9133293599677005
2014-07-03,9.6836,20359,20359,-0.268218,-2.695,"Jul 3, 14",0.8617653278987947
2014-07-07,9.3877,22743,22743,-0.295967,-3.056,"Jul 7, 14",0.8048757041508855
2014-07-08,9.4524,11950,11950,0.064743,0.69,"Jul 8, 14",0.81731490204372
2014-07-09,9.4246,5652,5652,-0.027747,-0.294,"Jul 9, 14",0.8119700844019765
2014-07-10,9.3322,9467,9467,-0.092488,-0.981,"Jul 10, 14",0.7942052948301387
2014-07-11,9.4405,6890,6890,0.108305,1.161,"Jul 11, 14",0.8150270124776499
2014-07-14,9.4709,8452,8452,0.030428,0.322,"Jul 14, 14",0.8208717051506356
2014-07-15,9.3968,8691,8691,-0.074084,-0.782,"Jul 15, 14",0.8066252667602333
2014-07-16,9.4061,5027,5027,0.009249,0.098,"Jul 16, 14",0.808413281295061
2014-07-17,9.3229,13073,13073,-0.083147,-0.884,"Jul 17, 14",0.792417280295311
2014-07-18,9.3784,3445,3445,0.055493,0.595,"Jul 18, 14",0.8030876896160575
2014-07-21,9.6189,5940,5940,0.240472,2.564,"Jul 21, 14",0.8493261300059601
2014-07-22,9.6189,4695,4695,0,0,"Jul 22, 14",0.8493261300059601
2014-07-23,9.6004,7861,7861,-0.018499,-0.192,"Jul 23, 14",0.8457693268990446
2014-07-24,9.6189,6134,6134,0.018499,0.193,"Jul 24, 14",0.8493261300059601
2014-07-25,9.4986,708,708,-0.120237,-1.25,"Jul 25, 14",0.8261972968296387
2014-07-28,9.3414,21549,21549,-0.15723,-1.655,"Jul 28, 14",0.7959740834022264
2014-07-29,9.3322,3765,3765,-0.009249,-0.099,"Jul 29, 14",0.7942052948301387
2014-07-30,9.4053,2419,2419,0.073158,0.784,"Jul 30, 14",0.8082594735931403
2014-07-31,9.4246,2830,2830,0.01933,0.206,"Jul 31, 14",0.8119700844019765
2014-08-01,9.2582,2284,2284,-0.16648,-1.766,"Aug 1, 14",0.7799780824024765
2014-08-04,9.2674,7782,7782,0.009249,0.1,"Aug 4, 14",0.7817468709745642
2014-08-05,9.0547,10125,10125,-0.212725,-2.295,"Aug 5, 14",0.7408532482264051
2014-08-06,8.4753,27702,27702,-0.579352,-6.398,"Aug 6, 14",0.6294580201103572
2014-08-07,8.4813,16169,16169,0.005919,0.07,"Aug 7, 14",0.630611577874762
2014-08-08,8.3703,7130,7130,-0.110988,-1.309,"Aug 8, 14",0.6092707592332687
2014-08-11,8.3277,7383,7383,-0.042544,-0.508,"Aug 11, 14",0.6010804991059928
2014-08-12,8.8975,8142,8142,0.569732,6.841,"Aug 12, 14",0.7106300347989928
2014-08-13,8.842,3610,3610,-0.055492,-0.624,"Aug 13, 14",0.699959625478246
2014-08-14,8.7587,5468,5468,-0.083241,-0.941,"Aug 14, 14",0.6839443985157556
2014-08-15,8.6015,1737,1737,-0.157232,-1.795,"Aug 15, 14",0.6537211850883433
2014-08-18,8.5275,6340,6340,-0.073991,-0.86,"Aug 18, 14",0.639493972660681
2014-08-19,8.3888,4463,4463,-0.138733,-1.627,"Aug 19, 14",0.6128275623401842
2014-08-20,8.5485,3840,3840,0.159728,1.904,"Aug 20, 14",0.6435314248360988
2014-08-21,8.7031,29771,29771,0.15464,1.809,"Aug 21, 14",0.6732547632322687
