date,high,low,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
2014-02-19,0,0,0.15,0,0,0.15,0,"Feb 19, 14",0
2014-02-20,0,0,0.15,0,0,0,0,"Feb 20, 14",0
2014-02-21,0,0,0.15,0,0,0,0,"Feb 21, 14",0
2014-02-24,0,0,0.15,0,0,0,0,"Feb 24, 14",0
2014-02-25,0,0,0.15,0,0,0,0,"Feb 25, 14",0
2014-04-09,0.15,0.15,0.15,1000,1000,0,0,"Apr 9, 14",0
2014-09-08,2,2,2,2000,2000,1.85,1233.333,"Sep 8, 14",12.333333333333334
2014-09-09,2.5,2.25,2.25,5567,5567,0.25,12.5,"Sep 9, 14",14.000000000000002
2014-09-10,2.25,1.75,2.25,6233,6233,0,0,"Sep 10, 14",14.000000000000002
2014-09-11,2.75,2.25,2.25,2967,2967,0,0,"Sep 11, 14",14.000000000000002
2014-09-12,2.75,2.25,2.75,2533,2533,0.5,22.222,"Sep 12, 14",17.333333333333336
2014-09-16,3,3,3,800,800,0.25,9.091,"Sep 16, 14",19
2014-09-17,3,3,3,200,200,0,0,"Sep 17, 14",19
2014-09-18,3,2.75,2.75,1230,1230,-0.25,-8.333,"Sep 18, 14",17.333333333333336
2014-09-19,2.85,2.51,2.51,2600,2600,-0.24,-8.727,"Sep 19, 14",15.733333333333333
2014-09-22,2.52,2.5,2.5,7800,7800,-0.01,-0.398,"Sep 22, 14",15.666666666666668
2014-09-23,2.55,2.5,2.5,5267,5267,0,0,"Sep 23, 14",15.666666666666668
2014-09-24,2.25,1.99,2,8747,8747,-0.5,-20,"Sep 24, 14",12.333333333333334
2014-09-25,2.25,2,2.25,300,300,0.25,12.5,"Sep 25, 14",14.000000000000002
2014-09-30,2.25,2,2.25,2400,2400,0,0,"Sep 30, 14",14.000000000000002
2014-10-01,3,3,3,357,357,0.75,33.333,"Oct 1, 14",19
2014-10-13,2.99,2.99,2.99,2143,2143,-0.01,-0.333,"Oct 13, 14",18.933333333333337
2014-10-15,2.8,2.75,2.8,500,500,-0.19,-6.355,"Oct 15, 14",17.666666666666668
2014-10-16,3,3,3,1000,1000,0.2,7.143,"Oct 16, 14",19
2014-10-20,3.01,2.8,2.8,5000,5000,-0.2,-6.667,"Oct 20, 14",17.666666666666668
2014-10-21,2.81,2.81,2.81,4000,4000,0.01,0.357,"Oct 21, 14",17.733333333333334
2014-10-23,2.8,2.8,2.8,176,176,-0.01,-0.356,"Oct 23, 14",17.666666666666668
2014-10-28,2.8,2.8,2.8,2000,2000,0,0,"Oct 28, 14",17.666666666666668
2014-10-29,2.6,2.5,2.5,10600,10600,-0.3,-10.714,"Oct 29, 14",15.666666666666668
2014-10-30,,,2.5,33,33,0,0,"Oct 30, 14",15.666666666666668
2014-10-31,3.5,2.75,3.5,9800,9800,1,40,"Oct 31, 14",22.333333333333336
2014-11-06,3.4,3.4,3.4,100,100,-0.1,-2.857,"Nov 6, 14",21.666666666666668
2014-11-11,3.5,3.4,3.4,2100,2100,0,0,"Nov 11, 14",21.666666666666668
2014-11-12,3.4,3.4,3.4,100,100,0,0,"Nov 12, 14",21.666666666666668
2014-11-14,3.5,2.5,2.5,2100,2100,-0.9,-26.471,"Nov 14, 14",15.666666666666668
2014-11-17,3,2.5,3,1300,1300,0.5,20,"Nov 17, 14",19
2014-11-18,3,3,3,150,150,0,0,"Nov 18, 14",19
2014-11-21,2.5,2.5,2.5,930,930,-0.5,-16.667,"Nov 21, 14",15.666666666666668
2014-11-24,3,2.5,2.5,4200,4200,0,0,"Nov 24, 14",15.666666666666668
2014-11-25,2.5,2.31,2.31,1850,1850,-0.19,-7.6,"Nov 25, 14",14.400000000000002
2014-11-26,2.5,2.01,2.25,3400,3400,-0.06,-2.597,"Nov 26, 14",14.000000000000002
2014-11-28,2.25,2.25,2.25,2000,2000,0,0,"Nov 28, 14",14.000000000000002
2014-12-01,2.5,2.5,2.5,100,100,0.25,11.111,"Dec 1, 14",15.666666666666668
2014-12-02,2.5,2.16,2.5,1200,1200,0,0,"Dec 2, 14",15.666666666666668
2014-12-03,2.9,2.8,2.8,2976,2976,0.3,12,"Dec 3, 14",17.666666666666668
2014-12-09,2.95,2.8,2.8,3700,3700,0,0,"Dec 9, 14",17.666666666666668
2014-12-11,2.8,2.8,2.8,10050,10050,0,0,"Dec 11, 14",17.666666666666668
2014-12-15,3,3,3,600,600,0.2,7.143,"Dec 15, 14",19
2014-12-16,3,2.8,3,8900,8900,0,0,"Dec 16, 14",19
2014-12-18,,,3,24,24,0,0,"Dec 18, 14",19
2014-12-22,3,3,3,2200,2200,0,0,"Dec 22, 14",19
2014-12-23,3,3,3,1000,1000,0,0,"Dec 23, 14",19
2014-12-30,2.75,2.75,2.75,35000,35000,-0.25,-8.333,"Dec 30, 14",17.333333333333336
2014-12-31,3,3,3,100,100,0.25,9.091,"Dec 31, 14",19
2015-01-05,3,3,3,100,100,0,0,"Jan 5, 15",19
2015-01-06,3,3,3,25000,25000,0,0,"Jan 6, 15",19
2015-01-07,3,3,3,300,300,0,0,"Jan 7, 15",19
2015-01-08,3,2.75,2.75,11100,11100,-0.25,-8.333,"Jan 8, 15",17.333333333333336
2015-01-09,2.75,2.75,2.75,3777,3777,0,0,"Jan 9, 15",17.333333333333336
2015-01-13,3,3,3,200,200,0.25,9.091,"Jan 13, 15",19
2015-01-14,2.9,2.9,2.9,800,800,-0.1,-3.333,"Jan 14, 15",18.333333333333336
2015-01-15,3,3,3,100,100,0.1,3.448,"Jan 15, 15",19
2015-01-16,3,3,3,430,430,0,0,"Jan 16, 15",19
2015-01-21,3,2.9,3,1100,1100,0,0,"Jan 21, 15",19
2015-01-22,2.9,2.9,2.9,430,430,-0.1,-3.333,"Jan 22, 15",18.333333333333336
2015-01-26,3,2.9,2.9,1785,1785,0,0,"Jan 26, 15",18.333333333333336
2015-01-28,2.95,2.95,2.95,50000,50000,0.05,1.724,"Jan 28, 15",18.666666666666668
2015-01-30,3,2.8,3,2195,2195,0.05,1.695,"Jan 30, 15",19
2015-02-02,2.85,2.25,2.75,3500,3500,-0.25,-8.333,"Feb 2, 15",17.333333333333336
2015-02-03,2.95,2.55,2.9,34800,34800,0.15,5.455,"Feb 3, 15",18.333333333333336
2015-02-04,2.95,2.9,2.95,1300,1300,0.05,1.724,"Feb 4, 15",18.666666666666668
2015-02-11,2.95,2.95,2.95,800,800,0,0,"Feb 11, 15",18.666666666666668
2015-02-19,2.95,2.95,2.95,2200,2200,0,0,"Feb 19, 15",18.666666666666668
2015-02-23,3,2.6,3,1000,1000,0.05,1.695,"Feb 23, 15",19
2015-02-24,3,2.6,3,700,700,0,0,"Feb 24, 15",19
2015-02-25,3,2.6,3,900,900,0,0,"Feb 25, 15",19
2015-02-26,3,2.6,2.9,1450,1450,-0.1,-3.333,"Feb 26, 15",18.333333333333336
2015-02-27,2.89,2.35,2.89,1100,1100,-0.01,-0.345,"Feb 27, 15",18.26666666666667
2015-03-02,2.89,2.4,2.89,2800,2800,0,0,"Mar 2, 15",18.26666666666667
2015-03-03,2.9,2.5,2.9,3800,3800,0.01,0.346,"Mar 3, 15",18.333333333333336
2015-03-05,2.8,2.55,2.8,1800,1800,-0.1,-3.448,"Mar 5, 15",17.666666666666668
2015-03-06,3,2.55,3,2500,2500,0.2,7.143,"Mar 6, 15",19
2015-03-09,3,2.55,3,2000,2000,0,0,"Mar 9, 15",19
2015-03-12,3,2.65,3,1197,1197,0,0,"Mar 12, 15",19
2015-03-18,3,2.45,3,1000,1000,0,0,"Mar 18, 15",19
2015-03-20,3,2.55,3,1350,1350,0,0,"Mar 20, 15",19
2015-03-23,3,2.55,3,500,500,0,0,"Mar 23, 15",19
2015-03-26,3,2.3,3,1400,1400,0,0,"Mar 26, 15",19
2015-03-27,3,2.35,3,900,900,0,0,"Mar 27, 15",19
2015-03-30,3.25,2.35,3.25,8400,8400,0.25,8.333,"Mar 30, 15",20.666666666666668
2015-03-31,3.25,2.45,3.25,1300,1300,0,0,"Mar 31, 15",20.666666666666668
2015-04-06,3,3,3,200,200,-0.25,-7.692,"Apr 6, 15",19
2015-04-07,3,2,3,6300,6300,0,0,"Apr 7, 15",19
2015-04-13,3.15,3,3.15,2850,2850,0.15,5,"Apr 13, 15",20
2015-04-14,3.25,3,3,3878,3878,-0.15,-4.762,"Apr 14, 15",19
2015-04-21,,,3,13,13,0,0,"Apr 21, 15",19
2015-04-24,3.5,2.5,3.5,600,600,0.5,16.667,"Apr 24, 15",22.333333333333336
2015-04-27,3.5,2.5,3.5,1540,1540,0,0,"Apr 27, 15",22.333333333333336
2015-04-30,3,3,3,900,900,-0.5,-14.286,"Apr 30, 15",19
2015-05-11,3.5,2.5,3.5,2000,2000,0.5,16.667,"May 11, 15",22.333333333333336
2015-05-12,3.25,3.25,3.25,500,500,-0.25,-7.143,"May 12, 15",20.666666666666668
2015-05-14,3.45,2.5,3.45,4526,4526,0.2,6.154,"May 14, 15",22.000000000000004
2015-05-20,,,3.45,27000,27000,0,0,"May 20, 15",22.000000000000004
2015-05-21,3.25,2.55,3.25,700,700,-0.2,-5.797,"May 21, 15",20.666666666666668
2015-05-28,3.45,3.25,3.45,1000,1000,0.2,6.154,"May 28, 15",22.000000000000004
2015-05-29,3.45,3.45,3.45,2805,2805,0,0,"May 29, 15",22.000000000000004
2015-06-02,,,3.45,50,50,0,0,"Jun 2, 15",22.000000000000004
2015-06-04,3.45,3.25,3.25,39400,39400,-0.2,-5.797,"Jun 4, 15",20.666666666666668
2015-06-05,3.25,3.25,3.25,205,205,0,0,"Jun 5, 15",20.666666666666668
2015-06-08,3.4,3,3.4,2800,2800,0.15,4.615,"Jun 8, 15",21.666666666666668
2015-06-09,4,3.5,4,12161,12161,0.6,17.647,"Jun 9, 15",25.666666666666668
2015-06-10,4.5,4.4,4.48,6480,6480,0.48,12,"Jun 10, 15",28.866666666666667
2015-06-11,4.5,4.5,4.5,300,300,0.02,0.446,"Jun 11, 15",29
2015-06-12,4.5,4.5,4.5,1007,1007,0,0,"Jun 12, 15",29
2015-06-15,4.5,3.5,3.75,3500,3500,-0.75,-16.667,"Jun 15, 15",24
2015-06-16,4,3.6,4,1270,1270,0.25,6.667,"Jun 16, 15",25.666666666666668
2015-06-17,3.74,3,3.2,4639,4639,-0.8,-20,"Jun 17, 15",20.333333333333336
2015-06-18,3.25,3.16,3.25,1900,1900,0.05,1.562,"Jun 18, 15",20.666666666666668
2015-06-22,3.25,3.25,3.25,1106,1106,0,0,"Jun 22, 15",20.666666666666668
2015-06-23,3.49,3.25,3.25,1535,1535,0,0,"Jun 23, 15",20.666666666666668
2015-06-24,3.54,3.2499,3.2499,1600,1600,-0.0001,-0.003,"Jun 24, 15",20.666
2015-06-25,2.85,2.51,2.65,378725,378725,-0.5999,-18.459,"Jun 25, 15",16.666666666666668
2015-06-26,2.7,2.55,2.7,122904,122904,0.05,1.887,"Jun 26, 15",17.000000000000004
2015-06-29,2.7,2.52,2.5999,13049,13049,-0.1001,-3.707,"Jun 29, 15",16.332666666666668
2015-06-30,2.7,2.56,2.5601,14159,14159,-0.0398,-1.531,"Jun 30, 15",16.067333333333334
2015-07-01,2.56,2.5172,2.55,3693,3693,-0.0101,-0.395,"Jul 1, 15",16
2015-07-02,2.42,2.19,2.34,37211,37211,-0.21,-8.235,"Jul 2, 15",14.6
2015-07-06,2.49,2.1,2.35,58255,58255,0.01,0.427,"Jul 6, 15",14.666666666666668
2015-07-07,2.5,2.25,2.36,14630,14630,0.01,0.426,"Jul 7, 15",14.733333333333334
2015-07-08,2.33,2.2,2.33,1549,1549,-0.03,-1.271,"Jul 8, 15",14.533333333333335
2015-07-09,2.45,2.21,2.45,16804,16804,0.12,5.15,"Jul 9, 15",15.333333333333336
2015-07-10,2.7,2.21,2.5,42789,42789,0.05,2.041,"Jul 10, 15",15.666666666666668
2015-07-13,2.75,2.45,2.53,14996,14996,0.03,1.2,"Jul 13, 15",15.866666666666667
2015-07-14,2.65,2.25,2.34,33614,33614,-0.19,-7.51,"Jul 14, 15",14.6
2015-07-15,2.51,2.255,2.34,33517,33517,0,0,"Jul 15, 15",14.6
2015-07-16,2.4362,2.16,2.23,44938,44938,-0.11,-4.701,"Jul 16, 15",13.866666666666667
2015-07-17,2.57,2.2,2.21,27171,27171,-0.02,-0.897,"Jul 17, 15",13.733333333333334
2015-07-20,2.2501,2.16,2.16,17573,17573,-0.05,-2.262,"Jul 20, 15",13.400000000000002
2015-07-21,2.31,2.1101,2.22,46502,46502,0.06,2.778,"Jul 21, 15",13.800000000000002
2015-07-22,2.2501,2.2501,2.2501,486,486,0.0301,1.356,"Jul 22, 15",14.00066666666667
2015-07-23,2.31,1.82,1.97,52573,52573,-0.2801,-12.448,"Jul 23, 15",12.133333333333335
2015-07-24,2.05,2,2.05,34741,34741,0.08,4.061,"Jul 24, 15",12.666666666666666
2015-07-27,2.49,2,2.12,57257,57257,0.07,3.415,"Jul 27, 15",13.133333333333335
2015-07-28,2.4,2.03,2.18,73012,73012,0.06,2.83,"Jul 28, 15",13.533333333333335
2015-07-29,2.28,2.06,2.06,9398,9398,-0.12,-5.505,"Jul 29, 15",12.733333333333334
2015-07-30,2.34,2.1,2.2699,92030,92030,0.2099,10.189,"Jul 30, 15",14.132666666666667
2015-07-31,2.26,2.13,2.18,13661,13661,-0.0899,-3.961,"Jul 31, 15",13.533333333333335
2015-08-03,2.25,2.15,2.15,10641,10641,-0.03,-1.376,"Aug 3, 15",13.333333333333334
2015-08-04,2.22,2.15,2.21,11285,11285,0.06,2.791,"Aug 4, 15",13.733333333333334
2015-08-05,2.22,2.05,2.1199,46563,46563,-0.0901,-4.077,"Aug 5, 15",13.132666666666667
2015-08-06,2.2,1.83,1.95,174388,174388,-0.1699,-8.015,"Aug 6, 15",12
2015-08-07,1.95,1.83,1.83,22611,22611,-0.12,-6.154,"Aug 7, 15",11.200000000000001
2015-08-10,1.85,1.4,1.67,22801,22801,-0.16,-8.743,"Aug 10, 15",10.133333333333335
2015-08-11,1.77,1.48,1.77,32898,32898,0.1,5.988,"Aug 11, 15",10.8
2015-08-12,1.88,1.56,1.85,23771,23771,0.08,4.52,"Aug 12, 15",11.333333333333336
2015-08-13,1.98,1.8,1.85,12960,12960,0,0,"Aug 13, 15",11.333333333333336
2015-08-14,1.88,1.62,1.87,4650,4650,0.02,1.081,"Aug 14, 15",11.466666666666669
2015-08-17,1.87,1.6,1.85,60216,60216,-0.02,-1.07,"Aug 17, 15",11.333333333333336
2015-08-18,1.85,1.65,1.77,36313,36313,-0.08,-4.324,"Aug 18, 15",10.8
2015-08-19,1.77,1.56,1.62,62063,62063,-0.15,-8.475,"Aug 19, 15",9.800000000000002
2015-08-20,1.7399,1.61,1.7,4268,4268,0.08,4.938,"Aug 20, 15",10.333333333333334
2015-08-21,1.8,1.5,1.8,15316,15316,0.1,5.882,"Aug 21, 15",11.000000000000002
2015-08-24,1.68,1.39,1.63,68271,68271,-0.17,-9.444,"Aug 24, 15",9.866666666666667
2015-08-25,1.79,1.51,1.67,14871,14871,0.04,2.454,"Aug 25, 15",10.133333333333335
2015-08-26,1.7432,1.2,1.42,111677,111677,-0.25,-14.97,"Aug 26, 15",8.466666666666667
2015-08-27,1.47,1.3039,1.47,41344,41344,0.05,3.521,"Aug 27, 15",8.8
2015-08-28,1.49,1.3,1.33,15720,15720,-0.14,-9.524,"Aug 28, 15",7.866666666666668
2015-08-31,1.4699,1.38,1.42,5791,5791,0.09,6.767,"Aug 31, 15",8.466666666666667
2015-09-01,1.4499,1.253,1.33,15087,15087,-0.09,-6.338,"Sep 1, 15",7.866666666666668
2015-09-02,1.45,1.33,1.39,8136,8136,0.06,4.511,"Sep 2, 15",8.266666666666667
2015-09-03,1.5,1.28,1.43,16209,16209,0.04,2.878,"Sep 3, 15",8.533333333333333
2015-09-04,1.55,1.4001,1.45,31720,31720,0.02,1.399,"Sep 4, 15",8.666666666666668
2015-09-08,1.66,1.4607,1.49,43472,43472,0.04,2.759,"Sep 8, 15",8.933333333333334
2015-09-09,1.61,1.46,1.52,23210,23210,0.03,2.013,"Sep 9, 15",9.133333333333335
2015-09-10,1.56,1.4,1.46,31654,31654,-0.06,-3.947,"Sep 10, 15",8.733333333333334
2015-09-11,1.89,1.49,1.87,51842,51842,0.41,28.082,"Sep 11, 15",11.466666666666669
2015-09-14,2.25,1.85,2.01,228376,228376,0.14,7.487,"Sep 14, 15",12.4
2015-09-15,2.15,1.7,1.8,89847,89847,-0.21,-10.448,"Sep 15, 15",11.000000000000002
2015-09-16,1.95,1.72,1.84,63301,63301,0.04,2.222,"Sep 16, 15",11.266666666666667
2015-09-17,1.85,1.68,1.68,54601,54601,-0.16,-8.696,"Sep 17, 15",10.200000000000001
2015-09-18,1.7499,1.5,1.5,83393,83393,-0.18,-10.714,"Sep 18, 15",9.000000000000002
2015-09-21,1.7,1.52,1.6,44928,44928,0.1,6.667,"Sep 21, 15",9.666666666666668
2015-09-22,1.66,1.5,1.5,30187,30187,-0.1,-6.25,"Sep 22, 15",9.000000000000002
2015-09-23,1.6486,1.38,1.5,22991,22991,0,0,"Sep 23, 15",9.000000000000002
2015-09-24,1.5,1.42,1.43,45720,45720,-0.07,-4.667,"Sep 24, 15",8.533333333333333
2015-09-25,1.45,1.38,1.43,10750,10750,0,0,"Sep 25, 15",8.533333333333333
2015-09-28,1.43,1.06,1.08,43168,43168,-0.35,-24.476,"Sep 28, 15",6.2
2015-09-29,1.15,0.91,1.0499,60501,60501,-0.0301,-2.787,"Sep 29, 15",5.999333333333333
2015-09-30,1.14,0.98,1.03,22399,22399,-0.0199,-1.895,"Sep 30, 15",5.866666666666667
2015-10-01,1.1,1.05,1.0936,12019,12019,0.0636,6.175,"Oct 1, 15",6.290666666666666
2015-10-02,1.16,1.08,1.13,35592,35592,0.0364,3.328,"Oct 2, 15",6.533333333333332
2015-10-05,1.239,1.13,1.16,18640,18640,0.03,2.655,"Oct 5, 15",6.733333333333333
2015-10-06,1.2221,1.18,1.22,39768,39768,0.06,5.172,"Oct 6, 15",7.133333333333334
2015-10-07,1.32,1.24,1.28,40835,40835,0.06,4.918,"Oct 7, 15",7.533333333333334
2015-10-08,1.3497,1.08,1.2,95846,95846,-0.08,-6.25,"Oct 8, 15",7.000000000000001
2015-10-09,1.3,1.18,1.19,26115,26115,-0.01,-0.833,"Oct 9, 15",6.933333333333334
2015-10-12,1.236,1.16,1.2032,6533,6533,0.0132,1.109,"Oct 12, 15",7.0213333333333345
2015-10-13,1.2999,1.1601,1.25,6008,6008,0.0468,3.89,"Oct 13, 15",7.333333333333334
2015-10-14,1.36,1.16,1.16,28248,28248,-0.09,-7.2,"Oct 14, 15",6.733333333333333
2015-10-15,1.2899,1.18,1.21,19574,19574,0.05,4.31,"Oct 15, 15",7.066666666666667
2015-10-16,1.65,1.16,1.22,85432,85432,0.01,0.826,"Oct 16, 15",7.133333333333334
2015-10-19,1.22,1.17,1.21,20565,20565,-0.01,-0.82,"Oct 19, 15",7.066666666666667
2015-10-20,1.26,1.15,1.15,15901,15901,-0.06,-4.959,"Oct 20, 15",6.666666666666666
2015-10-21,1.1999,1.1,1.1,16184,16184,-0.05,-4.348,"Oct 21, 15",6.333333333333334
2015-10-22,1.1162,1,1.05,10493,10493,-0.05,-4.545,"Oct 22, 15",6
2015-10-23,1.16,1.01,1.04,29158,29158,-0.01,-0.952,"Oct 23, 15",5.933333333333334
2015-10-26,1.0972,1.01,1.05,13003,13003,0.01,0.962,"Oct 26, 15",6
2015-10-27,1.135,1.0405,1.1,32783,32783,0.05,4.762,"Oct 27, 15",6.333333333333334
2015-10-28,1.1551,1.05,1.0501,13269,13269,-0.0499,-4.536,"Oct 28, 15",6.000666666666667
2015-10-29,1.37,1,1.15,129774,129774,0.0999,9.513,"Oct 29, 15",6.666666666666666
2015-10-30,1.12,1.07,1.07,9700,9700,-0.08,-6.957,"Oct 30, 15",6.133333333333334
2015-11-02,1.15,1.02,1.06,10933,10933,-0.01,-0.935,"Nov 2, 15",6.066666666666667
2015-11-03,1.14,1.0535,1.14,51489,51489,0.08,7.547,"Nov 3, 15",6.6
2015-11-04,1.25,1,1.2,54204,54204,0.06,5.263,"Nov 4, 15",7.000000000000001
2015-11-05,1.174,1.09,1.11,2338,2338,-0.09,-7.5,"Nov 5, 15",6.4
2015-11-06,1.31,0.99,1.14,133053,133053,0.03,2.703,"Nov 6, 15",6.6
2015-11-09,1.17,1.14,1.16,17688,17688,0.02,1.754,"Nov 9, 15",6.733333333333333
2015-11-10,1.2,1.1,1.19,11302,11302,0.03,2.586,"Nov 10, 15",6.933333333333334
2015-11-11,1.13,1.07,1.12,23707,23707,-0.07,-5.882,"Nov 11, 15",6.466666666666668
2015-11-12,1.2,1.14,1.19,24136,24136,0.07,6.25,"Nov 12, 15",6.933333333333334
2015-11-13,1.14,1.12,1.14,6109,6109,-0.05,-4.202,"Nov 13, 15",6.6
2015-11-16,1.18,1.06,1.18,5130,5130,0.04,3.509,"Nov 16, 15",6.866666666666667
2015-11-17,1.18,1.1,1.18,5446,5446,0,0,"Nov 17, 15",6.866666666666667
2015-11-18,1.12,1.08,1.08,61226,61226,-0.1,-8.475,"Nov 18, 15",6.2
2015-11-19,1.15,1.12,1.13,810,810,0.05,4.63,"Nov 19, 15",6.533333333333332
2015-11-20,1.16,1.12,1.12,36298,36298,-0.01,-0.885,"Nov 20, 15",6.466666666666668
2015-11-23,1.16,1.13,1.1301,5403,5403,0.0101,0.902,"Nov 23, 15",6.534000000000001
2015-11-24,1.17,1.13,1.13,2459,2459,-0.0001,-0.009,"Nov 24, 15",6.533333333333332
2015-11-25,1.24,1.1,1.1,18447,18447,-0.03,-2.655,"Nov 25, 15",6.333333333333334
2015-11-27,1.19,1.086,1.19,6321,6321,0.09,8.182,"Nov 27, 15",6.933333333333334
2015-11-30,1.3,1.15,1.29,24193,24193,0.1,8.403,"Nov 30, 15",7.600000000000001
2015-12-01,1.29,1.17,1.2899,27213,27213,-0.0001,-0.008,"Dec 1, 15",7.599333333333335
2015-12-02,1.46,1.24,1.35,21846,21846,0.0601,4.659,"Dec 2, 15",8.000000000000002
2015-12-03,1.35,1.14,1.23,60073,60073,-0.12,-8.889,"Dec 3, 15",7.200000000000001
2015-12-04,1.2999,1.18,1.18,2852,2852,-0.05,-4.065,"Dec 4, 15",6.866666666666667
2015-12-07,1.2,1.16,1.2,645,645,0.02,1.695,"Dec 7, 15",7.000000000000001
2015-12-08,1.162,1.15,1.16,6904,6904,-0.04,-3.333,"Dec 8, 15",6.733333333333333
2015-12-09,1.24,1.12,1.15,20456,20456,-0.01,-0.862,"Dec 9, 15",6.666666666666666
2015-12-10,1.15,1.11,1.15,2574,2574,0,0,"Dec 10, 15",6.666666666666666
2015-12-11,2.75,1.24,1.76,8524973,8524973,0.61,53.043,"Dec 11, 15",10.733333333333334
2015-12-14,2.4,1.84,2.23,3907635,3907635,0.47,26.705,"Dec 14, 15",13.866666666666667
2015-12-15,2.07,1.61,1.81,844362,844362,-0.42,-18.834,"Dec 15, 15",11.066666666666668
2015-12-16,1.7889,1.512,1.58,206782,206782,-0.23,-12.707,"Dec 16, 15",9.533333333333335
2015-12-17,1.77,1.57,1.61,102535,102535,0.03,1.899,"Dec 17, 15",9.733333333333334
2015-12-18,1.68,1.51,1.56,83345,83345,-0.05,-3.106,"Dec 18, 15",9.400000000000002
2015-12-21,1.56,1.33,1.39,280542,280542,-0.17,-10.897,"Dec 21, 15",8.266666666666667
2015-12-22,1.48,1.305,1.48,229266,229266,0.09,6.475,"Dec 22, 15",8.866666666666667
2015-12-23,1.83,1.41,1.75,681373,681373,0.27,18.243,"Dec 23, 15",10.666666666666668
2015-12-24,1.89,1.52,1.57,139399,139399,-0.18,-10.286,"Dec 24, 15",9.466666666666669
2015-12-28,1.67,1.45,1.47,83753,83753,-0.1,-6.369,"Dec 28, 15",8.8
2015-12-29,1.6,1.44,1.5,85588,85588,0.03,2.041,"Dec 29, 15",9.000000000000002
2015-12-30,1.59,1.46,1.5,69784,69784,0,0,"Dec 30, 15",9.000000000000002
2015-12-31,1.52,1.4589,1.52,59092,59092,0.02,1.333,"Dec 31, 15",9.133333333333335
2016-01-04,1.57,1.42,1.55,92456,92456,0.03,1.974,"Jan 4, 16",9.333333333333334
